Product,Year,Quarter,Value,ProcessedTimestamp,filename
Crude oil & NGLs,2011,4th quarter,13349.36,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2012,1st quarter,14089.86,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2012,2nd quarter,14629.47,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2012,3rd quarter,13822.64,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2012,4th quarter,12798.3,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2013,1st quarter,12880.13,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2013,2nd quarter,14773.1,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2013,3rd quarter,13532.9,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2013,4th quarter,11283.77,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2014,1st quarter,11618.87,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2014,2nd quarter,11339.56,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2014,3rd quarter,12830.99,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2014,4th quarter,13100.73,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2015,1st quarter,10952.44,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2015,2nd quarter,10931.07,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2015,3rd quarter,11395.85,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2015,4th quarter,12001.45,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2016,1st quarter,9840.92,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2016,2nd quarter,10172.4,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2016,3rd quarter,10673.66,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2016,4th quarter,11718.82,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2017,1st quarter,10989.57,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2017,2nd quarter,11720.03,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2017,3rd quarter,12385.59,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2017,4th quarter,11528.41,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2018,1st quarter,9651.92,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2018,2nd quarter,11747.7,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2018,3rd quarter,11865.68,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2018,4th quarter,12384.95,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2019,1st quarter,11349.54,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2019,2nd quarter,11533.44,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2019,3rd quarter,10888.67,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2019,4th quarter,11841.71,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2020,1st quarter,11180.48,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2020,2nd quarter,7345.38,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2020,3rd quarter,9072.45,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2020,4th quarter,9366.94,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2021,1st quarter,6589.99,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2021,2nd quarter,9804.33,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2021,3rd quarter,10364.03,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2021,4th quarter,11302.46,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2022,1st quarter,10852.16,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2022,2nd quarter,10344.7,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2022,3nd quarter,11296.25,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2022,4th quarter,10607.82,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2023,1st quarter,10930.03,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2023,2nd quarter,10388.76,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2023,3nd quarter,10765.37,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Crude oil & NGLs,2023,4th quarter,9854.34,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,1999,1st quarter,83.81,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,1999,2nd quarter,81.02,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,1999,3rd quarter,76.81,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,1999,4th quarter,81.36,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2000,1st quarter,82.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2000,2nd quarter,75.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2000,3rd quarter,68.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2000,4th quarter,69.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2001,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2001,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2001,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2001,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2002,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2002,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2002,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2002,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2003,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2003,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2003,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2003,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2004,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2004,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2004,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2004,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2005,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2005,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2005,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2005,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2006,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2006,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2006,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2006,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2007,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2007,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2007,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2007,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2008,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2008,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2008,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2008,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2009,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2009,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2009,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2009,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2010,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2010,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2010,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2010,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2011,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2011,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2011,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2011,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2012,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2012,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2012,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2012,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2013,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2013,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2013,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2013,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2014,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2014,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2014,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2014,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2015,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2015,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2015,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2015,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2016,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2016,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2016,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2016,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2017,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2017,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2017,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2017,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2018,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2018,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2018,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2018,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2019,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2019,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2019,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2019,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2020,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2020,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2020,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2020,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2021,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2021,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2021,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2021,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2022,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2022,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2022,3nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2022,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2023,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2023,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2023,3nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Energy industry use,2023,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],1999,1st quarter,20743.41,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],1999,2nd quarter,21341.24,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],1999,3rd quarter,24225.48,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],1999,4th quarter,25486.88,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2000,1st quarter,24609.94,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2000,2nd quarter,23894.54,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2000,3rd quarter,22303.95,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2000,4th quarter,22108.75,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2001,1st quarter,20832.07,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2001,2nd quarter,22302.89,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2001,3rd quarter,20889.8,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2001,4th quarter,22904.98,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2002,1st quarter,22465.06,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2002,2nd quarter,24548.13,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2002,3rd quarter,18303.46,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2002,4th quarter,21827.07,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2003,1st quarter,20280.84,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2003,2nd quarter,17415.24,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2003,3rd quarter,18839.42,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2003,4th quarter,18362.26,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2004,1st quarter,17758.24,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2004,2nd quarter,16618.97,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2004,3rd quarter,15075.18,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2004,4th quarter,15051.62,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2005,1st quarter,14553.09,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2005,2nd quarter,15342.83,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2005,3rd quarter,11405.72,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2005,4th quarter,12797.08,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2006,1st quarter,13835.97,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2006,2nd quarter,13094.5,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2006,3rd quarter,11350.59,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2006,4th quarter,11913.57,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2007,1st quarter,12254.08,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2007,2nd quarter,12580.49,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2007,3rd quarter,12698.73,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2007,4th quarter,13466.06,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2008,1st quarter,12258.07,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2008,2nd quarter,12343.31,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2008,3rd quarter,11181.22,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2008,4th quarter,12452.76,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2009,1st quarter,11173.68,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2009,2nd quarter,12611.71,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2009,3rd quarter,9824.91,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2009,4th quarter,11740.44,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2010,1st quarter,11448.98,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2010,2nd quarter,11133.12,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2010,3rd quarter,8708.25,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2010,4th quarter,10773.8,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2011,1st quarter,9239.46,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2011,2nd quarter,8279.08,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2011,3rd quarter,7039.58,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2011,4th quarter,9066.56,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2012,1st quarter,7926.96,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2012,2nd quarter,7976.63,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2012,3rd quarter,7135.95,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2012,4th quarter,7906.69,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2013,1st quarter,8685.58,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2013,2nd quarter,8649.4,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2013,3rd quarter,7452.04,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2013,4th quarter,8318.14,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2014,1st quarter,8001.18,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2014,2nd quarter,7446.45,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2014,3rd quarter,6906.21,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2014,4th quarter,8515.06,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2015,1st quarter,8095.88,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2015,2nd quarter,9309.1,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2015,3rd quarter,7908.26,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2015,4th quarter,8396.19,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2016,1st quarter,10089.94,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2016,2nd quarter,7976.12,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2016,3rd quarter,8224.57,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2016,4th quarter,8565.15,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2017,1st quarter,9823.55,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2017,2nd quarter,9692.3,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2017,3rd quarter,9635.82,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2017,4th quarter,9167.17,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2018,1st quarter,10868.01,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2018,2nd quarter,11376.53,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2018,3rd quarter,10113.04,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2018,4th quarter,12150.33,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2019,1st quarter,11186.95,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2019,2nd quarter,12007.39,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2019,3rd quarter,11047.16,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2019,4th quarter,10697.88,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2020,1st quarter,10680.12,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2020,2nd quarter,9949.32,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2020,3rd quarter,9645.11,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2020,4th quarter,9582.03,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2021,1st quarter,9244.6,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2021,2nd quarter,7549.21,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2021,3rd quarter,8458.86,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2021,4th quarter,9228.82,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2022,1st quarter,8627.96,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2022,2nd quarter,7354.98,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2022,3nd quarter,6643.99,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2022,4th quarter,8301.84,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2023,1st quarter,7317.81,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2023,2nd quarter,6663.13,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2023,3nd quarter,6803.34,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Exports [note 4],2023,4th quarter,6869.7,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,1st quarter,1149.26,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,1st quarter,852.66,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,2nd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,2nd quarter,1492.01,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,2nd quarter,582.97,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,3rd quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,3rd quarter,1478.38,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,3rd quarter,635.45,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,4th quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,4th quarter,1428.35,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,1999,4th quarter,803.92,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
Feedstocks,2000,1st quarter,0.0,2024-04-04 17:18:50,ET_3.1_MAR_24.xlsx
